NDCG@5,MRR,Recall@5,Precision@5,MAP,label,beta_q,beta_p
0.4815723582421119,0.7964285714285714,0.12281090955779275,0.5297297297297298,0.4101228013728013,β_q=0.00 β_p=0.00 (similarity only),0.0,0.0
0.5184936826210012,0.7864864864864866,0.14075937840428873,0.572972972972973,0.4175927713427713,β_q=0.05 β_p=0.00 (only quality light),0.05,0.0
0.5231754050741906,0.7831831831831831,0.1417995094444198,0.5783783783783785,0.42059255684255686,β_q=0.12 β_p=0.00 (only quality),0.12,0.0
0.505265569742201,0.7648648648648649,0.13990416980681045,0.572972972972973,0.40526115401115403,β_q=0.12 β_p=0.05 (default),0.12,0.05
0.5096293035278362,0.7651222651222651,0.1351178277627381,0.5675675675675675,0.4081429643929644,β_q=0.12 β_p=0.02,0.12,0.02
